review_id,customer_id,product_id,rating,review_text,review_date,sentiment
R1733,718,16,4,이 제품 구매하길 잘했네요. 가성비 좋음하고 추천함합니다. 4점 드립니다!,2024-11-30,Positive
R1734,449,10,1,건조기 쓰면서 너무 시끄러움한 게 가장 아쉬워요. 진동 많음하기까지 해서 실망.,2025-10-21,Negative
R1735,216,61,2,무선청소기 실망이에요. 금방 꺼짐하고 전력 효율 나쁨해서 별로예요.,2025-02-17,Negative
R1736,671,67,3,나쁘지도 좋지도 않은 제품이에요. 추천 안함하지만 브랜드 의심해서 3점 정도?,2025-01-23,Neutral
R1737,273,75,4,냉장고 양문형 사용해보니 무음 모드 좋음하네요. 밤에도 사용 가능해서 만족스럽습니다.,2025-03-24,Positive
R1738,719,13,3,나쁘지도 좋지도 않은 제품이에요. 음질 나쁨하지만 소리 끊김해서 3점 정도?,2025-07-12,Neutral
R1739,260,28,5,이 제품 구매하길 잘했네요. 추천함하고 만족스러움합니다. 5점 드립니다!,2025-04-07,Positive
R1740,400,61,4,무선청소기 후기 남깁니다. 충전 빠름해서 기대 이상이었어요. 저전력 모드 우수하기까지!,2025-06-18,Positive
R1741,324,39,1,음... 비싼 가격하고 브랜드 의심해서 다시 사고 싶지 않아요.,2025-04-17,Negative
R1742,598,90,4,목걸이 골드 정말 만족합니다! 마감 깔끔하고 브랜드 가치해서 추천드려요.,2025-01-23,Positive
R1743,634,8,4,와! 내구성 좋음하고 빠른 배송해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-08-22,Positive
R1744,818,94,4,와! 브랜드 신뢰하고 만족스러움해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2024-12-23,Positive
R1745,203,68,1,무선 충전 패드 쓰면서 전력 효율 나쁨한 게 가장 아쉬워요. 배터리 빨리 닳음하기까지 해서 실망.,2025-10-11,Negative
R1746,923,89,5,모니터 암 사용해보니 해상도 높음하네요. 선명도 우수해서 만족스럽습니다.,2025-01-21,Positive
R1747,600,8,1,온수매트 후기입니다. 기대 이하해서 불만족이에요. 쉽게 망가짐하기까지 하네요.,2025-04-17,Negative
R1748,484,50,2,마사지 건 쓰면서 브랜드 의심한 게 가장 아쉬워요. 배송 늦음하기까지 해서 실망.,2025-03-08,Negative
R1749,8,33,5,와! 추천함하고 빠른 배송해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2024-11-03,Positive
R1750,767,32,5,홈시어터 후기 남깁니다. 볼륨 충분해서 기대 이상이었어요. 무선 연결 안정하기까지!,2025-07-20,Positive
R1751,373,15,3,무선 충전기 보통 수준이네요. 전력 효율 나쁨하지만 배터리 수명 짧음해서 그럭저럭이에요.,2025-07-02,Neutral
R1752,2,54,1,기대했는데 아쉽네요. 너무 시끄러움하고 소음 심함합니다. 1점이 적당한 것 같아요.,2025-05-26,Negative
R1753,287,84,1,음... 품질 아쉬움하고 배송 늦음해서 다시 사고 싶지 않아요.,2024-11-12,Negative
R1754,495,95,4,니트 스웨터 후기 남깁니다. 내구성 좋음해서 기대 이상이었어요. 포장 깔끔하기까지!,2025-02-10,Positive
R1755,250,48,3,평범한 제품인 것 같아요. 색감 이상하고 화면 작음한 정도입니다.,2025-09-20,Neutral
R1756,117,87,4,비즈니스 셔츠 사용해보니 통기성 좋음하네요. 신축성 좋음해서 만족스럽습니다.,2025-06-15,Positive
R1757,514,18,4,운동 매트 후기 남깁니다. 추천함해서 기대 이상이었어요. 빠른 배송하기까지!,2025-05-16,Positive
R1758,503,28,5,이 제품 구매하길 잘했네요. 추천함하고 내구성 좋음합니다. 5점 드립니다!,2024-11-18,Positive
R1759,16,78,2,음... 재질 안좋음하고 저렴해 보임해서 다시 사고 싶지 않아요.,2025-08-14,Negative
R1760,385,62,2,마이크 콘덴서 실망이에요. 왜곡 심함하고 음질 나쁨해서 별로예요.,2025-07-10,Negative
R1761,715,50,4,마사지 건 사용해보니 브랜드 신뢰하네요. 품질 우수해서 만족스럽습니다.,2025-03-25,Positive
R1762,608,42,4,클러치백 후기 남깁니다. 추천함해서 기대 이상이었어요. 브랜드 신뢰하기까지!,2024-11-30,Positive
R1763,738,48,3,평범한 제품인 것 같아요. 번짐 현상하고 화질 흐림한 정도입니다.,2024-11-17,Neutral
R1764,719,73,3,캐주얼 백팩 보통 수준이네요. 실망스러움하지만 추천 안함해서 그럭저럭이에요.,2024-12-30,Neutral
R1765,412,100,4,OLED TV 55인치 정말 만족합니다! 브랜드 신뢰하고 추천함해서 추천드려요.,2025-06-05,Positive
R1766,500,43,5,스마트 도어벨 후기 남깁니다. 가성비 좋음해서 기대 이상이었어요. 내구성 좋음하기까지!,2025-01-06,Positive
R1767,712,49,5,벨트 가죽 사용해보니 실용적하네요. 내구성 좋음해서 만족스럽습니다.,2025-10-03,Positive
R1768,708,24,4,선글라스 후기 남깁니다. 재질 좋음해서 기대 이상이었어요. 수납 공간 넉넉하기까지!,2025-01-09,Positive
R1769,331,69,1,원피스 플라워 후기입니다. 포장 엉성해서 불만족이에요. 기대 이하하기까지 하네요.,2025-02-17,Negative
R1770,315,56,1,기대했는데 아쉽네요. 과열 위험하고 쿨링 부족합니다. 1점이 적당한 것 같아요.,2025-10-10,Negative
R1771,930,90,5,목걸이 골드 정말 만족합니다! 내구성 좋음하고 고급스러움해서 추천드려요.,2025-03-10,Positive
R1772,501,22,5,장갑 가죽 사용해보니 통기성 좋음하네요. 편안함해서 만족스럽습니다.,2025-06-08,Positive
R1773,145,14,3,나쁘지도 좋지도 않은 제품이에요. 배송 늦음하지만 품질 아쉬움해서 3점 정도?,2025-03-05,Neutral
R1774,13,81,3,식기세척기 보통 수준이네요. 진동 많음하지만 밤에 못씀해서 그럭저럭이에요.,2025-02-07,Neutral
R1775,514,29,5,등산복 후기 남깁니다. 추천함해서 기대 이상이었어요. 디자인 예쁨하기까지!,2025-08-14,Positive
R1776,866,9,2,음... 불편함하고 품질 아쉬움해서 다시 사고 싶지 않아요.,2025-06-08,Negative
R1777,898,28,4,와! 품질 우수하고 실용적해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-10-18,Positive
R1778,579,44,3,보조배터리 사용 후기입니다. 배송 늦음한 점은 좋지만 불편함한 게 아쉬워요.,2025-06-24,Neutral
R1779,665,6,2,음... 포장 엉성하고 브랜드 의심해서 다시 사고 싶지 않아요.,2025-05-26,Negative
R1780,35,40,2,커피머신 실망이에요. 비싼 가격하고 불편함해서 별로예요.,2025-05-31,Negative
R1781,597,91,4,이 제품 구매하길 잘했네요. 품질 우수하고 추천함합니다. 4점 드립니다!,2025-08-21,Positive
R1782,818,38,3,나쁘지도 좋지도 않은 제품이에요. 불편함하지만 배송 늦음해서 3점 정도?,2025-09-10,Neutral
R1783,873,10,3,건조기 그냥 그래요. 이웃 민원한 편이지만 너무 시끄러움한 부분도 있어서 보통입니다.,2025-05-17,Neutral
R1784,400,34,4,와! 진동 없음하고 조용한 작동해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-07-20,Positive
R1785,744,57,2,디지털 카메라 실망이에요. 화질 흐림하고 화면 작음해서 별로예요.,2025-03-15,Negative
R1786,559,80,1,포터블 SSD 후기입니다. 배송 늦음해서 불만족이에요. 기대 이하하기까지 하네요.,2025-08-13,Negative
R1787,982,36,2,공기청정기 실망이에요. 배송 늦음하고 비싼 가격해서 별로예요.,2025-08-23,Negative
R1788,703,76,3,나쁘지도 좋지도 않은 제품이에요. 음질 나쁨하지만 연결 불안정해서 3점 정도?,2025-07-19,Neutral
R1789,904,86,3,평범한 제품인 것 같아요. 품질 아쉬움하고 불편함한 정도입니다.,2025-01-05,Neutral
R1790,188,60,1,히터 후기입니다. 품질 아쉬움해서 불만족이에요. 추천 안함하기까지 하네요.,2024-10-31,Negative
R1791,330,93,2,스탠드 선풍기 실망이에요. 이웃 민원하고 진동 많음해서 별로예요.,2024-12-01,Negative
R1792,384,43,4,스마트 도어벨 사용해보니 품질 우수하네요. 디자인 예쁨해서 만족스럽습니다.,2024-12-16,Positive
R1793,964,53,1,음... 거칠음하고 착용감 불편해서 다시 사고 싶지 않아요.,2024-11-09,Negative
R1794,379,37,2,파우치 가죽 실망이에요. 포장 엉성하고 비싼 가격해서 별로예요.,2025-03-30,Negative
R1795,623,80,3,나쁘지도 좋지도 않은 제품이에요. 포장 엉성하지만 브랜드 의심해서 3점 정도?,2025-02-25,Neutral
R1796,79,48,5,모니터 27인치 사용해보니 화면 크기 적당하네요. 시야각 넓음해서 만족스럽습니다.,2024-12-30,Positive
R1797,651,83,5,이 제품 구매하길 잘했네요. 품질 우수하고 가성비 좋음합니다. 5점 드립니다!,2025-01-08,Positive
R1798,198,90,1,목걸이 골드 쓰면서 마감 거칠음한 게 가장 아쉬워요. 불편함하기까지 해서 실망.,2025-02-07,Negative
R1799,421,39,2,전기히터 후기입니다. 브랜드 의심해서 불만족이에요. 추천 안함하기까지 하네요.,2025-10-04,Negative
R1800,688,94,3,후드 집업 사용 후기입니다. 기대 이하한 점은 좋지만 브랜드 의심한 게 아쉬워요.,2025-10-04,Neutral
R1801,346,5,5,향수 프랑스 정말 만족합니다! 내구성 좋음하고 고급스러움해서 추천드려요.,2025-06-22,Positive
R1802,507,42,5,클러치백 정말 만족합니다! 포장 깔끔하고 품질 우수해서 추천드려요.,2025-03-22,Positive
R1803,530,94,2,후드 집업 실망이에요. 기대 이하하고 포장 엉성해서 별로예요.,2025-08-21,Negative
R1804,498,36,5,공기청정기 정말 만족합니다! 가성비 좋음하고 브랜드 신뢰해서 추천드려요.,2025-04-27,Positive
R1805,436,87,4,와! 방수 기능 우수하고 신축성 좋음해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-03-18,Positive
R1806,310,81,4,식기세척기 사용해보니 소음 적음하네요. 무음 모드 좋음해서 만족스럽습니다.,2025-07-12,Positive
R1807,937,15,4,무선 충전기 사용해보니 전력 효율 좋음하네요. 배터리 수명 긴해서 만족스럽습니다.,2025-05-15,Positive
R1808,701,10,4,건조기 후기 남깁니다. 소음 적음해서 기대 이상이었어요. 밤에도 사용 가능하기까지!,2025-09-28,Positive
R1809,97,47,5,이 제품 구매하길 잘했네요. 브랜드 가치하고 수납 공간 넉넉합니다. 5점 드립니다!,2025-03-19,Positive
R1810,413,97,2,음... 금방 꺼짐하고 배터리 빨리 닳음해서 다시 사고 싶지 않아요.,2025-05-08,Negative
R1811,946,66,5,스카프 캐시미어 사용해보니 내구성 좋음하네요. 품질 우수해서 만족스럽습니다.,2025-10-25,Positive
R1812,191,52,2,메모리카드 256GB 후기입니다. 성능 아쉬움해서 불만족이에요. 설치 어려움하기까지 하네요.,2025-08-25,Negative
R1813,658,24,5,선글라스 정말 만족합니다! 내구성 좋음하고 디자인 예쁨해서 추천드려요.,2024-11-12,Positive
R1814,287,44,3,보조배터리 그냥 그래요. 품질 아쉬움한 편이지만 실망스러움한 부분도 있어서 보통입니다.,2025-10-03,Neutral
R1815,600,26,3,평범한 제품인 것 같아요. 소음 심함하고 밤에 못씀한 정도입니다.,2025-04-11,Neutral
R1816,795,43,4,이 제품 구매하길 잘했네요. 만족스러움하고 디자인 예쁨합니다. 4점 드립니다!,2025-05-12,Positive
R1817,21,68,3,무선 충전 패드 그냥 그래요. 전력 효율 나쁨한 편이지만 금방 꺼짐한 부분도 있어서 보통입니다.,2024-11-28,Neutral
R1818,648,5,5,향수 프랑스 정말 만족합니다! 재질 좋음하고 디자인 예쁨해서 추천드려요.,2025-06-11,Positive
R1819,399,63,5,이 제품 구매하길 잘했네요. 밤에도 사용 가능하고 조용한 작동합니다. 5점 드립니다!,2025-04-10,Positive
R1820,884,79,1,기대했는데 아쉽네요. 브랜드 의심하고 포장 엉성합니다. 1점이 적당한 것 같아요.,2025-09-19,Negative
R1821,751,37,1,음... 실망스러움하고 추천 안함해서 다시 사고 싶지 않아요.,2025-06-09,Negative
R1822,138,25,5,이 제품 구매하길 잘했네요. 사용 편리하고 타이머 기능 좋음합니다. 5점 드립니다!,2025-06-07,Positive
R1823,317,22,4,장갑 가죽 정말 만족합니다! 편안함하고 통기성 좋음해서 추천드려요.,2025-09-15,Positive
R1824,219,98,1,기대했는데 아쉽네요. 실망스러움하고 비싼 가격합니다. 1점이 적당한 것 같아요.,2024-10-30,Negative
R1825,527,10,5,건조기 후기 남깁니다. 진동 없음해서 기대 이상이었어요. 조용한 작동하기까지!,2025-01-30,Positive
R1826,352,89,5,이 제품 구매하길 잘했네요. 해상도 높음하고 시야각 넓음합니다. 5점 드립니다!,2025-08-16,Positive
R1827,339,6,5,오디오 인터페이스 후기 남깁니다. 실용적해서 기대 이상이었어요. 빠른 배송하기까지!,2025-09-09,Positive
R1828,216,73,4,와! 디자인 예쁨하고 브랜드 신뢰해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-09-13,Positive
R1829,600,32,2,홈시어터 실망이에요. 소음 심함하고 왜곡 심함해서 별로예요.,2025-01-01,Negative
R1830,213,29,2,음... 기대 이하하고 쉽게 망가짐해서 다시 사고 싶지 않아요.,2025-02-23,Negative
R1831,85,62,1,기대했는데 아쉽네요. 연결 불안정하고 음질 나쁨합니다. 1점이 적당한 것 같아요.,2025-03-25,Negative
R1832,291,1,2,넥타이 실크 실망이에요. 포장 엉성하고 배송 늦음해서 별로예요.,2025-01-16,Negative
R1833,800,37,5,파우치 가죽 사용해보니 디자인 예쁨하네요. 실용적해서 만족스럽습니다.,2025-02-28,Positive
R1834,52,70,5,모자 베레 정말 만족합니다! 보온성 좋음하고 통기성 좋음해서 추천드려요.,2025-08-03,Positive
R1835,626,97,4,드론 미니 후기 남깁니다. 무선충전 편리해서 기대 이상이었어요. 대기시간 길음하기까지!,2025-09-27,Positive
R1836,938,90,4,와! 디자인 예쁨하고 마감 깔끔해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-03-10,Positive
R1837,255,14,4,이 제품 구매하길 잘했네요. 빠른 배송하고 가성비 좋음합니다. 4점 드립니다!,2025-02-09,Positive
R1838,913,4,3,음성인식 스피커 그냥 그래요. 연결 불안정한 편이지만 음향 효과 별로한 부분도 있어서 보통입니다.,2025-02-25,Neutral
R1839,252,49,5,벨트 가죽 사용해보니 재질 좋음하네요. 내구성 좋음해서 만족스럽습니다.,2025-09-05,Positive
R1840,634,57,1,음... 명암비 별로하고 화질 흐림해서 다시 사고 싶지 않아요.,2025-08-30,Negative
R1841,158,81,1,기대했는데 아쉽네요. 이웃 민원하고 밤에 못씀합니다. 1점이 적당한 것 같아요.,2025-03-15,Negative
R1842,196,58,4,와! 디자인 예쁨하고 가성비 좋음해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-07-14,Positive
R1843,157,57,4,와! 명암비 좋음하고 해상도 높음해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-04-01,Positive
R1844,776,41,4,TV 스탠드 정말 만족합니다! 가성비 좋음하고 내구성 좋음해서 추천드려요.,2025-02-05,Positive
R1845,986,50,2,음... 비싼 가격하고 불편함해서 다시 사고 싶지 않아요.,2024-11-23,Negative
R1846,33,43,2,음... 포장 엉성하고 품질 아쉬움해서 다시 사고 싶지 않아요.,2025-10-22,Negative
R1847,469,91,3,나쁘지도 좋지도 않은 제품이에요. 포장 엉성하지만 불편함해서 3점 정도?,2024-12-26,Neutral
R1848,626,46,5,마우스 패드 후기 남깁니다. 디자인 예쁨해서 기대 이상이었어요. 빠른 배송하기까지!,2025-02-04,Positive
R1849,273,71,5,이 제품 구매하길 잘했네요. 에너지 효율하고 기능 다양합니다. 5점 드립니다!,2025-02-23,Positive
R1850,741,81,3,나쁘지도 좋지도 않은 제품이에요. 소음 심함하지만 이웃 민원해서 3점 정도?,2025-05-27,Neutral
R1851,726,23,4,USB-C 허브 정말 만족합니다! 가성비 좋음하고 만족스러움해서 추천드려요.,2024-12-06,Positive
R1852,941,23,1,기대했는데 아쉽네요. 품질 아쉬움하고 브랜드 의심합니다. 1점이 적당한 것 같아요.,2025-03-21,Negative
R1853,598,26,1,와인냉장고 쓰면서 너무 시끄러움한 게 가장 아쉬워요. 이웃 민원하기까지 해서 실망.,2025-09-28,Negative
R1854,528,61,4,무선청소기 사용해보니 전력 효율 좋음하네요. 충전 빠름해서 만족스럽습니다.,2025-05-19,Positive
R1855,436,35,5,정수기 정말 만족합니다! 디자인 예쁨하고 내구성 좋음해서 추천드려요.,2025-03-05,Positive
R1856,298,23,1,기대했는데 아쉽네요. 브랜드 의심하고 배송 늦음합니다. 1점이 적당한 것 같아요.,2025-06-12,Negative
R1857,974,20,2,렌즈 85mm 후기입니다. 배송 늦음해서 불만족이에요. 불편함하기까지 하네요.,2025-09-27,Negative
R1858,564,26,4,와인냉장고 후기 남깁니다. 밤에도 사용 가능해서 기대 이상이었어요. 무음 모드 좋음하기까지!,2025-10-20,Positive
R1859,653,83,4,와! 가성비 좋음하고 빠른 배송해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-10-24,Positive
R1860,817,6,2,기대했는데 아쉽네요. 추천 안함하고 기대 이하합니다. 2점이 적당한 것 같아요.,2025-01-06,Negative
R1861,884,92,1,기대했는데 아쉽네요. 추천 안함하고 불편함합니다. 1점이 적당한 것 같아요.,2024-12-29,Negative
R1862,13,26,5,이 제품 구매하길 잘했네요. 소음 적음하고 조용한 작동합니다. 5점 드립니다!,2025-10-20,Positive
R1863,911,80,2,포터블 SSD 실망이에요. 브랜드 의심하고 기대 이하해서 별로예요.,2025-07-10,Negative
R1864,675,69,4,원피스 플라워 사용해보니 추천함하네요. 내구성 좋음해서 만족스럽습니다.,2025-05-12,Positive
R1865,340,19,2,전기장판 후기입니다. 기대 이하해서 불만족이에요. 비싼 가격하기까지 하네요.,2025-09-05,Negative
R1866,636,76,3,사운드바 그냥 그래요. 음향 효과 별로한 편이지만 볼륨 작음한 부분도 있어서 보통입니다.,2025-05-11,Neutral
R1867,550,46,5,이 제품 구매하길 잘했네요. 브랜드 신뢰하고 가성비 좋음합니다. 5점 드립니다!,2025-02-10,Positive
R1868,399,87,3,평범한 제품인 것 같아요. 보온성 부족하고 사이즈 안맞음한 정도입니다.,2025-07-27,Neutral
R1869,951,5,4,향수 프랑스 사용해보니 실용적하네요. 디자인 예쁨해서 만족스럽습니다.,2025-04-24,Positive
R1870,93,91,3,LED 조명 사용 후기입니다. 비싼 가격한 점은 좋지만 배송 늦음한 게 아쉬워요.,2025-08-26,Neutral
R1871,963,36,4,공기청정기 사용해보니 가성비 좋음하네요. 빠른 배송해서 만족스럽습니다.,2025-06-07,Positive
R1872,535,91,2,LED 조명 쓰면서 비싼 가격한 게 가장 아쉬워요. 기대 이하하기까지 해서 실망.,2025-05-14,Negative
R1873,49,67,3,평범한 제품인 것 같아요. 추천 안함하고 불편함한 정도입니다.,2025-06-02,Neutral
R1874,214,3,5,와! 품질 우수하고 포장 깔끔해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-02-26,Positive
R1875,77,26,3,와인냉장고 사용 후기입니다. 진동 많음한 점은 좋지만 소음 심함한 게 아쉬워요.,2025-10-12,Neutral
R1876,64,12,5,인덕션 레인지 사용해보니 기능 다양하네요. 사용 편리해서 만족스럽습니다.,2025-03-28,Positive
R1877,659,52,5,메모리카드 256GB 사용해보니 가성비 좋음하네요. 호환성 좋음해서 만족스럽습니다.,2025-03-17,Positive
R1878,679,73,5,캐주얼 백팩 사용해보니 추천함하네요. 내구성 좋음해서 만족스럽습니다.,2024-11-03,Positive
R1879,499,67,4,가습기 후기 남깁니다. 추천함해서 기대 이상이었어요. 빠른 배송하기까지!,2025-01-27,Positive
R1880,431,30,2,음... 에너지 많이 먹음하고 기능 부족해서 다시 사고 싶지 않아요.,2024-11-01,Negative
R1881,33,55,5,와! 착용감 좋음하고 사이즈 딱맞음해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-09-19,Positive
R1882,19,57,4,디지털 카메라 사용해보니 시야각 넓음하네요. 화질 선명해서 만족스럽습니다.,2024-12-07,Positive
R1883,742,12,3,인덕션 레인지 보통 수준이네요. 청소 어려움하지만 요리 안됨해서 그럭저럭이에요.,2025-04-06,Neutral
R1884,44,59,4,귀걸이 실버 후기 남깁니다. 브랜드 가치해서 기대 이상이었어요. 재질 좋음하기까지!,2025-03-18,Positive
R1885,607,55,2,기대했는데 아쉽네요. 방수 안됨하고 사이즈 안맞음합니다. 2점이 적당한 것 같아요.,2025-09-15,Negative
R1886,206,71,1,토스터기 실망이에요. 사용 복잡하고 요리 안됨해서 별로예요.,2025-02-24,Negative
R1887,630,24,4,선글라스 사용해보니 디자인 예쁨하네요. 재질 좋음해서 만족스럽습니다.,2025-06-10,Positive
R1888,731,76,5,이 제품 구매하길 잘했네요. 음질 최고하고 볼륨 충분합니다. 5점 드립니다!,2024-11-28,Positive
R1889,401,43,2,스마트 도어벨 후기입니다. 추천 안함해서 불만족이에요. 비싼 가격하기까지 하네요.,2025-07-31,Negative
R1890,982,21,3,나쁘지도 좋지도 않은 제품이에요. 음질 나쁨하지만 왜곡 심함해서 3점 정도?,2025-04-25,Neutral
R1891,209,36,3,공기청정기 보통 수준이네요. 기대 이하하지만 쉽게 망가짐해서 그럭저럭이에요.,2025-06-12,Neutral
R1892,337,97,3,드론 미니 그냥 그래요. 배터리 빨리 닳음한 편이지만 충전 안됨한 부분도 있어서 보통입니다.,2025-02-26,Neutral
R1893,464,35,3,정수기 보통 수준이네요. 실망스러움하지만 배송 늦음해서 그럭저럭이에요.,2025-05-06,Neutral
R1894,547,60,5,히터 후기 남깁니다. 디자인 예쁨해서 기대 이상이었어요. 포장 깔끔하기까지!,2025-01-09,Positive
R1895,517,57,1,디지털 카메라 후기입니다. 명암비 별로해서 불만족이에요. 번짐 현상하기까지 하네요.,2025-04-17,Negative
R1896,342,50,2,마사지 건 후기입니다. 배송 늦음해서 불만족이에요. 브랜드 의심하기까지 하네요.,2025-09-11,Negative
R1897,591,5,3,향수 프랑스 사용 후기입니다. 디자인 별로한 점은 좋지만 재질 안좋음한 게 아쉬워요.,2024-11-19,Neutral
R1898,887,21,2,이어폰 유선 실망이에요. 잡음 많음하고 왜곡 심함해서 별로예요.,2024-12-21,Negative
R1899,445,25,3,전기밥솥 사용 후기입니다. 요리 안됨한 점은 좋지만 사용 복잡한 게 아쉬워요.,2025-07-16,Neutral
R1900,594,99,3,나쁘지도 좋지도 않은 제품이에요. 이웃 민원하지만 너무 시끄러움해서 3점 정도?,2025-05-09,Neutral
R1901,81,84,3,나쁘지도 좋지도 않은 제품이에요. 쉽게 망가짐하지만 비싼 가격해서 3점 정도?,2025-05-11,Neutral
R1902,753,92,1,비데 쓰면서 기대 이하한 게 가장 아쉬워요. 실망스러움하기까지 해서 실망.,2025-07-12,Negative
R1903,350,37,5,파우치 가죽 사용해보니 실용적하네요. 디자인 예쁨해서 만족스럽습니다.,2024-11-23,Positive
R1904,131,3,5,와! 실용적하고 내구성 좋음해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-04-08,Positive
R1905,247,44,3,보조배터리 보통 수준이네요. 추천 안함하지만 실망스러움해서 그럭저럭이에요.,2025-03-27,Neutral
R1906,96,79,1,트레이닝복 후기입니다. 배송 늦음해서 불만족이에요. 실망스러움하기까지 하네요.,2025-02-23,Negative
R1907,452,61,3,무선청소기 그냥 그래요. 금방 꺼짐한 편이지만 전력 소모 큼한 부분도 있어서 보통입니다.,2025-10-17,Neutral
R1908,137,86,1,요가복 후기입니다. 브랜드 의심해서 불만족이에요. 포장 엉성하기까지 하네요.,2024-12-07,Negative
R1909,364,96,3,삼각대 프로 보통 수준이네요. 배송 늦음하지만 불편함해서 그럭저럭이에요.,2024-12-06,Neutral
R1910,618,17,5,와! 진동 없음하고 소음 적음해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-05-30,Positive
R1911,92,36,4,공기청정기 사용해보니 내구성 좋음하네요. 품질 우수해서 만족스럽습니다.,2025-03-02,Positive
R1912,239,10,5,건조기 사용해보니 밤에도 사용 가능하네요. 소음 적음해서 만족스럽습니다.,2025-03-10,Positive
R1913,666,81,5,식기세척기 정말 만족합니다! 무음 모드 좋음하고 밤에도 사용 가능해서 추천드려요.,2024-12-08,Positive
R1914,213,72,2,기대했는데 아쉽네요. 포장 엉성하고 불편함합니다. 2점이 적당한 것 같아요.,2025-08-18,Negative
R1915,573,100,2,음... 실망스러움하고 품질 아쉬움해서 다시 사고 싶지 않아요.,2024-11-04,Negative
R1916,11,85,4,가죽 재킷 후기 남깁니다. 편안함해서 기대 이상이었어요. 부드러움하기까지!,2025-08-07,Positive
R1917,961,60,5,히터 정말 만족합니다! 디자인 예쁨하고 품질 우수해서 추천드려요.,2025-06-05,Positive
R1918,712,14,3,헤어드라이어 그냥 그래요. 비싼 가격한 편이지만 품질 아쉬움한 부분도 있어서 보통입니다.,2025-01-03,Neutral
R1919,903,89,5,이 제품 구매하길 잘했네요. 시야각 넓음하고 밝기 적절합니다. 5점 드립니다!,2025-05-21,Positive
R1920,17,39,1,전기히터 후기입니다. 추천 안함해서 불만족이에요. 기대 이하하기까지 하네요.,2025-04-18,Negative
R1921,152,20,4,렌즈 85mm 후기 남깁니다. 가성비 좋음해서 기대 이상이었어요. 디자인 예쁨하기까지!,2025-06-14,Positive
R1922,225,56,2,어댑터 멀티 후기입니다. 과열 위험해서 불만족이에요. 팬 소음 심함하기까지 하네요.,2025-06-29,Negative
R1923,795,75,4,이 제품 구매하길 잘했네요. 소음 적음하고 조용한 작동합니다. 4점 드립니다!,2024-10-31,Positive
R1924,910,12,2,음... 온도 조절 부정확하고 타이머 고장해서 다시 사고 싶지 않아요.,2025-05-10,Negative
R1925,777,42,5,클러치백 사용해보니 브랜드 신뢰하네요. 품질 우수해서 만족스럽습니다.,2025-08-25,Positive
R1926,710,50,2,마사지 건 후기입니다. 기대 이하해서 불만족이에요. 실망스러움하기까지 하네요.,2025-07-07,Negative
R1927,811,19,5,전기장판 사용해보니 가성비 좋음하네요. 실용적해서 만족스럽습니다.,2025-08-20,Positive
R1928,733,30,5,와! 청소 쉬움하고 타이머 기능 좋음해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-04-09,Positive
R1929,208,50,1,기대했는데 아쉽네요. 품질 아쉬움하고 비싼 가격합니다. 1점이 적당한 것 같아요.,2025-06-05,Negative
R1930,967,60,5,히터 정말 만족합니다! 내구성 좋음하고 빠른 배송해서 추천드려요.,2025-04-23,Positive
R1931,511,13,5,블루투스 스피커 후기 남깁니다. 저음 좋음해서 기대 이상이었어요. 음질 최고하기까지!,2025-03-17,Positive
R1932,45,72,2,기대했는데 아쉽네요. 브랜드 의심하고 실망스러움합니다. 2점이 적당한 것 같아요.,2025-03-24,Negative
R1933,536,100,2,기대했는데 아쉽네요. 쉽게 망가짐하고 기대 이하합니다. 2점이 적당한 것 같아요.,2025-10-04,Negative
R1934,170,40,5,이 제품 구매하길 잘했네요. 품질 우수하고 디자인 예쁨합니다. 5점 드립니다!,2025-08-06,Positive
R1935,406,3,4,게이밍 키보드 사용해보니 가성비 좋음하네요. 내구성 좋음해서 만족스럽습니다.,2025-07-30,Positive
R1936,627,85,4,가죽 재킷 정말 만족합니다! 착용감 좋음하고 부드러움해서 추천드려요.,2025-05-05,Positive
R1937,579,14,4,와! 추천함하고 포장 깔끔해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-07-21,Positive
R1938,843,94,1,후드 집업 실망이에요. 브랜드 의심하고 추천 안함해서 별로예요.,2025-10-24,Negative
R1939,198,34,4,와! 진동 없음하고 밤에도 사용 가능해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-03-11,Positive
